og_representation,mapping,confusion,count
सुक्खा,Sukkha,,23
सुलोचना,Sulochana,,23
सेवानी,Sevani,,23
स्टोन्स,Stones,,23
हरवन,Harvan,,23
हवलानी,Havlani,,23
अं,Am,y,22
उ०प्र०सरकार,UP government,y,22
एलिस,Elice,y,22
कुमार‚,Kumar,y,22
गोकुलसिंह,Gokul singh,y,22
जीलटैक,Jiltech,y,22
द्धिवेदी,Ddhvivedi,y,22
धनसिंह,Dhan singh,y,22
नरसिंह,Nar singh,y,22
निरोत्तमसिंह,Nirottam singh,y,22
बृजेशकुमार,Brijesh kumar,y,22
बेरी,Beri,y,22
बै०लि,,y,22
भगवान्,Bhagvan,y,22
भारतसिंह,Bharat singh,y,22
मंगलसिह,Mangalsih,y,22
मदनसिंह,Madan singh,y,22
वाईएसएम,YSM,y,22
वीनेक्सा,Vineksa,y,22
शू,Shu,y,22
सईदन,Saeedan,y,22
सरवनसिंह,Sarvan singh,y,22
सुघरसिंह,Sughar singh,y,22
से,Se,y,22
हंसो,Hanso,Y,22
अख्‍तर,Akhtar,,22
अतिवीर,Ativeer,,22
अनंत,Anant,,22
अनुप,Anup,,22
अनौखी,Anaukhi,,22
अन्‍नू,Annu,,22
अफसार,Afsar,,22
अमितकुमार,Amit kumar,,22
अलकेश,Alkesh,,22
आईबी,IB,,22
आनन्दी,Anandi,,22
इरफ़ान,Irfan,,22
उपकार,Upkar,,22
एसकेएस,SKS,,22
एसबीअाई,SBI,,22
एहसान,Ehsan,,22
कन्ट्रकशन,Construction,,22
कन्‍सट्रक्‍शन,Construction,,22
कुशुमा,Kushuma,,22
केशकान्ती,Keshkanti,,22
कॉरपोरेशन,Corporation,,22
खिलौनी,Khilauni,,22
गुडडा,Gudda,,22
गुडियादेवी,Gudiyadevi,,22
गौरांग,Gaurang,,22
घूते,Ghute,,22
चन्दर,Chandar,,22
चूरामनि,Churamani,,22
छिंगाराम,Chingaram,,22
छोंकर,Chonkar,,22
जगतपाल,Jagatpal,,22
जादोन,Jadon,,22
जान,Jan,,22
जियो,Jiyo,,22
जेटली,Jetli,,22
जेठानी,Jethani,,22
तलरेजा,Talreja,,22
तित्तल,Tittal,,22
तिलकराज,Tilakraj,,22
तृप्ती,Trupti,,22
दीप्‍ती,Dipti,,22
देवाशीष,Devashish,,22
नरोत्तम,Narottam,,22
निमिषा,Nimisha,,22
निर्मेश,Nirmesh,,22
निशात,Nishat,,22
नीरजकुमार,Neeraj kumar,,22
नोबल,Noble,,22
पदमचन्द,Padamchand,,22
पन्‍नालाल,Pannalal,,22
पारासर,Parasar,,22
पुत्तू,Puttu,,22
पूर्व,Purv,,22
पोथीराम,Pothiram,,22
प्रकाशवीर,Prakashveer,,22
प्रभु,Prabhu,,22
प्रेमकुमारी,Prem kumari,,22
प्रेमबाबू,Prem babu,,22
बंक,Bunk,,22
बकील,Bakeel,,22
बलदेव,Baldev,,22
बसन्‍ती,Basanti,,22
बहे,Bahe,,22
बाबानी,Babani,,22
बालमुकन्द,Bal mukand,,22
बौवी,Bauvi,,22
ब्रहमानन्द,Brahama nand,,22
भागवानी,Bhagvani,,22
मंगी,Mangi,,22
मंदिर,Mandir,,22
मधुदेवी,Madhudevi,,22
मधूवाला,Madhuvala,,22
मन्जूलता,Manjulata,,22
मन्जूषा,Manjusha,,22
मलूकी,Maluki,,22
मल्‍होत्रा,Malhotra,,22
महिपाल,Mahipal,,22
मानवी,Manvi,,22
मानवेन्‍द्र,Manvendra,,22
मामा,Mama,,22
मिश्री,Mishri,,22
मैमोरियल,Memorial,,22
मोहतब,Mohtab,,22
याेगेन्द्र,Yogendra,,22
युसूफ,Yusuf,,22
रज्‍जो,Rajjo,,22
रन्जू,Ranju,,22
रमनगुप्‍ता,Raman gupta,,22
रमानी,Ramani,,22
राजवहादुर,Raj vahadoor,,22
राजुद्दीन,Rajudddin,,22
रामभरोसे,Ram bharose,,22
रीयलटर्स,Realtors,,22
रूकमनी,Rukmani,,22
लक्ष्मीनारायण,Lakshmi narayan,,22
लखपत,Lakhpat,,22
लख्मीचन्द,Lakhmichand,,22
लाहोटी,Lahoti,,22
लीलाराम,Leelaram,,22
लौंग,Laung,,22
वचवानी,Vachvani,,22
वजीर,Vajeer,,22
वर्मन,Varman,,22
वालिया,Valiya,,22
विलाल,Vilal,,22
शाकरा,Shakra,,22
शान्तीलाल,Shantilal,,22
शीबा,Sheeba,,22
श्याममोहन,Shyam mohan,,22
श्यौराज,Shyauraj,,22
श्रीचन्द्र,Shree chandra,,22
सकुन्तलादेवी,Sakuntaladevi,,22
संकेत,Sanket,,22
सटैट,Satait,,22
सतनाम,Satnam,,22
सन्तोषकुमार,Santosh kumar,,22
सन्दीपसिंह,Sandeep,,22
समद,Samad,,22
समरथ,Samarath,,22
समरीन,Samreen,,22
समाधान,Samadhan,,22
सरंक्षक,Sarankshak,,22
सराय,Saray,,22
सानिया,Saniya,,22
सिसौंदिया,Sisaundiya,,22
सुखरानी,Sukhrani,,22
सुखलेश,Sukhlesh,,22
सुखिया,Sukhiya,,22
सुगरा,Sugra,,22
सुचेता,Sucheta,,22
सुहाना,Suhana,,22
सूर्यवंशी,Suryavanshi,,22
सोमा,Soma,,22
सौरन,Sauran,,22
स्टेपिन्ग,Stepping,,22
स्पर्श,Sparsh,,22
हबलानी,Hablani,,22
हरजिन्दर,Harjindar,,22
हरिगोपाल,Hari gopal,,22
हरेलाल,Harelal,,22
हिमान्शु,Himanshu,,22
होलीराम,Holiram,,22
अजमेरसिंह,Ajmer singh,y,21
अनिरुद्ध,Aniruddh,y,21
आई०,I,y,21
आयवर्त,Aayavart,y,21
उ०प्र०ग्राम,UP gram,y,21
कष्णमुरारी,Kashna murari,y,21
कुमरसेन,Kumar sen,y,21
क्रेपर्स,Crappers,y,21
ज्ञानचन्द,Gyanchand,y,21
झॉ,,y,21
निश्चल,Nishchal,y,21
पप्पूसिंह,Pappu singh,y,21
प्रहलादसिंह,Prahlad singh,y,21
फतेहसिंह,Fateh singh,y,21
बनैसिह,Banaisih,y,21
बादामसिंह,Badam singh,y,21
बृजभान,Brijbhan,y,21
बंेक,,Y,21
भारद्धाज,Bharatddhaj,y,21
मलुआदेवी,Maluaadevi,y,21
मानदेई,Mandei,y,21
मैसस,Maisas,y,21
युनुस,Yunus,y,21
राजग्रह,Rajgrah,y,21
राजेश्,Rajesh,y,21
रामटण्डन,Ram tondon,y,21
विश्वकर्मा,Vishravkarma,y,21
वी०के०,,y,21
साहवसिंह,Sahav singh,y,21
अग्रसेन,Agrasen,,21
अपसाना,Apsana,,21
अर्पिता,Arpita,,21
असीम,Asim,,21
आगर,Aagar,,21
आमोद,Aamod,,21
आराम,Aaram,,21
आर्मी,Army,,21
इरसाद,Irsad,,21
उज्जवला,Ujjvala,,21
कमलकान्त,Kamalkant,,21
कमलकिशोर,Kamal kishor,,21
करूना,Karuna,,21
कलिया,Kaliya,,21
कंसट्रक्शन,Construction,,21
कामनी,Kamni,,21
कारे,Kare,,21
कुशुम,Kushum,,21
कुषमादेवी,Kushmadevi,,21
कृपलानी,Kruplani,,21
कैमीकल्स,Chemicals,,21
कैलाशचन्द्र,Kailashchandra,,21
खुशीलाल,Khushilal,,21
खेमचन्द्र,Khemchandra,,21
गजन,Gajan,,21
गनेशचंद,Ganeshchand,,21
गहलोत,Gahlot,,21
गिरीशचंद,Girishchand,,21
गीतांजली,Geetanjali,,21
गुर,Gur,,21
गुलाबदेवी,Gulabdevi,,21
गोकरन,Gokaran,,21
गोम्स,Goms,,21
ग्रीस,Greece,,21
चटर्जी,Chatarjee,,21
चीना,China,,21
छीतरप्रसाद,Chitar prasad,,21
छैल,Chail,,21
छौकर,Chaukar,,21
जगदम्बा,Jagdamba,,21
जगरूप,Jagroop,,21
जबर,Jabar,,21
जलालुददीन,Jalaluddin,,21
जानकीप्रसाद,Janki prasad,,21
जानवी,Janvi,,21
जिलेदार,Jiledar,,21
जुवैदा,Juvaida,,21
जोधाराम,Jodharam,,21
टेकेन्द्र,Tekendra,,21
डवलवपर्स,Developers,,21
तराना,Tarana,,21
तापडिया,Tapdiya,,21
दयाचन्द,Dayachand,,21
देवीप्रसाद,Devi prasad,,21
देवेलोपेर्स,Developers,,21
धारिया,Dhariya,,21
नन्ही,Nanhi,,21
नरायनदास,Narayandas,,21
नाबालिक,Nabalik,,21
नावेद,Naved,,21
नीलमदेवी,Neelamdevi,,21
नृपति,Nrupati,,21
नैमीचन्द्र,Naimichandra,,21
पंडित,Pandit,,21
पण्डया,Pandya,,21
पान,Pan,,21
प्लानर,Planner,,21
फाजिल,Fajil,,21
बण्टी,Bunty,,21
बलिया,Baliya,,21
बसन्तलाल,Basantlal,,21
बाडी,Badi,,21
बिज,Bij,,21
बिटटो,Bitto,,21
बीरेश,Biresh,,21
ब्रिज,Brij,,21
मंगीलाल,Mangilal,,21
मधुरिमा,Madhurima,,21
मधुलिका,Madhulika,,21
मनेाज,Manoj,,21
मयूरी,Mayuri,,21
मस्जिद,Masjid,,21
महरोत्रा,Mahrotra,,21
मुबारिक,Mubarik,,21
मुशैब,Mushaib,,21
मेहन्दीपुर,Mehandipur,,21
रईसउददीन,Raeesuddin,,21
रन्नो,Ranno,,21
रविन्दर,Ravindar,,21
रशीदा,Rasheeda,,21
रियासत,Riyasat,,21
रुस्तम,Rustom,,21
रूचिका,Ruchika,,21
रोविन,Rovin,,21
रौकी,Rauki,,21
लहरी,Lahri,,21
लाेकेन्द्र,Lokendra,,21
लुकमान,Lukman,,21
लोकमनि,Lokmani,,21
वचन,Vachan,,21
वरयानी,Varyani,,21
वशिष्‍ठ,Vashishth,,21
वसीमउददीन,Vaseemuddin,,21
विराट,Virat,,21
वेदमती,Vedmati,,21
वेवा,Veva,,21
शशिवाला,Shashivala,,21
शहीदा,Shaheeda,,21
शाहरुख,Shahrukh,,21
शैलेष,Shailesh,,21
श्यामबिहारी,Shyam bihari,,21
संकल्प,Sankalp,,21
सनोज,Sanoj,,21
सप्लायर,Supplier,,21
सरक्षक,Sarakshak,,21
सर्वेशलता,Sarveshlata,,21
सलाउद्दीन,Salauddin,,21
सहनाज,Sahnaj,,21
साबिरा,Sabira,,21
सारा,Sara,,21
सार्थक,Sarthak,,21
सिराजुददीन,Sirajuddin,,21
सुक्खन,Sukkhan,,21
सेवला,Sevla,,21
हरिगोविन्द,Hari govind,,21
हरीनिवास,Hari nivas,,21
हरीविलास,Hari vilas,,21
हसनू,Hasnu,,21
हस्ताक्षर,Hastakshar,,21
हाइट्स,Heights,,21
हिरदेश,Hirdesh,,21
आइ,,y,20
आडवानी,Advani,y,20
आर्यार्व्त,,y,20
एच०यू०एफ,,y,20
कैडिस,Kaidis,y,20
कोर,Core,y,20
खजानसिह,Khajansih,y,20
खजानसिंह,Khajan singh,y,20
चन्द्रभानसिंह,Chandrabhan singh,y,20
ज्ञानश्री,Gyanshree,y,20
डवलपवैल,,y,20
दरबसिह,Darabsih,y,20
पी०एन०वी०,PNV,y,20
प्रा०लि०द्वारा,Private Limited,y,20
फतेसिंह,Fate singh,y,20
बॉकेलाल,,y,20
ब्ैक,,y,20
महावीरसिह,Mahaveersih,y,20
मुकटसिंह,Mukat singh,y,20
मेघसिह,Meghsih,y,20
रविन्द्रसिंह,Ravind singh,y,20
राजभानसिंह,Rajbhan singh,y,20
रायसिंह,Ray singh,y,20
राहुलसिंह,Rahul singh,y,20
रोहनसिंह,Rohan singh,y,20
लक्ष्‍मनसिंह,Lakshman singh,y,20
लोटनसिंह,Lotan singh,y,20
वीरेश्वर,Vereshravr,y,20
स०व,,y,20
साईना,Saeena,y,20
सूरजसिंह,Suraj singh,y,20
सौदानसिह,Saudansih,y,20
स्ट्रेक्चर,Structure,y,20
होतमसिह,Hotamsih,y,20
१५,15,,20
अधिवक्ता,Adhivakta,,20
अनस,Anas,,20
अनीषा,Anisha,,20
अनोखे,Anokhe,,20
अन्‍तराम,Antaram,,20
अरतोनी,Artoni,,20
अरिदमन,Aridaman,,20
अरूना,Aruna,,20
अशोका,Ashoka,,20
असरफ,Asraf,,20
आराध्या,Aaradhya,,20
इदरीस,Idris,,20
इन्टरप्राईजेज,Enterprises,,20
इन्‍द्र,Indra,,20
इसराईल,Israel,,20
ईशू,Ishu,,20
उदयप्रताप,Uday pratap,,20
उदै,Udai,,20
ऑफिस,Office,,20
ओकार,Okar,,20
ओमकान्त,Omkant,,20
ओमदत्त,Omdatt,,20
कश्मीरा,Kashmira,,20
कालीचरण,Kali charan,,20
काव्या,Kavya,,20
कुलकुलेन्द्र,Kul kulendra,,20
कुलवन्त,Kulvant,,20
कुशमलता,Kushamlata,,20
केतन,Ketan,,20
केनराबैंक,Canara bank,,20
कैलाशचन्‍द,Kailashchand,,20
कैलासी,Kailasi,,20
क्रष्‍ण,Krashn,,20
खचेरा,Khachera,,20
खुशलानी,Khushlani,,20
ख्याली,Khyali,,20
गज,Gaj,,20
गजाला,Gajala,,20
गब्‍बर,Gabbar,,20
गाँधी,Gandhi,,20
गाेपाल,Gopal,,20
गीतांजलि,Geetanjali,,20
गुगलानी,Guglani,,20
गुप्त,Gupt,,20
गुलावदेवी,Gulavdevi,,20
गोपेश,Gopesh,,20
चतुर्भुज,Chaturbhuj,,20
चित्तर,Chittar,,20
जदुनाथ,Jadunath,,20
जयेश,Jayesh,,20
जुगुनू,Jugunu,,20
जुम्मा,Jumma,,20
जोगेश,Jogesh,,20
टावर्स,Towers,,20
डबलसिंह,Dabal singh,,20
डायरेक्ट,Direct,,20
डुडेजा,Dudeja,,20
तरकर,Tarkar,,20
दत्‍तक,Dattak,,20
दयानंद,Dayanand,,20
देविन्दर,Devindar,,20
धनेश,Dhanesh,,20
धींगरा,Dhingra,,20
नत्थाे,Nattho,,20
नन्‍दकिशोर,Nand kishor,,20
नरवीर,Narveer,,20
नरेन्द्रकुमार,Narendra kumar,,20
नाम,Nam,,20
नि,Ni,,20
निम,Nim,,20
परभाती,Parbhati,,20
पल्‍लवी,Pallavi,,20
पावा,Pava,,20
पिन्‍टू,Pintu,,20
पुनीता,Punita,,20
प्रतीक्षा,Pratiksha,,20
प्रोजेक्ट्स,Projects,,20
फरीदन,Faridan,,20
फाईनेंस,Finance,,20
फूलचन्द,Foolchand,,20
फ़ौरन,Fauran,,20
बनय,Banay,,20
बिरला,Birla,,20
भगवतीदेवी,Bhagvatidevi,,20
भागूपुर,Bhagypur,,20
भोलेराम,Bholeram,,20
मधुकर,Madhukar,,20
महावीरप्रसाद,Mahaveer prasad,,20
महीपति,Mahipati,,20
मान्या,Manya,,20
मिडडा,Midda,,20
